date,sku_id,warehouse_id,supplier_id,region,units_sold,inventory_level,supplier_lead_time_days,reorder_point,order_quantity,unit_cost,unit_price,promotion_flag,stockout_flag,demand_forecast,revenue,cost,gross_profit,forecast_error,absolute_forecast_error,gross_margin_pct,forecast_accuracy_pct,inventory_gap,replenishment_risk,inventory_coverage_days,year,month,month_name,day_of_week,day_of_week_num
2024-02-21,SKU_4,WH_1,SUP_10,North,24,473,11,298,0,12.74,15.44,0,0,22.95,370.56,305.76,64.80000000000001,1.0500000000000007,1.0500000000000007,17.487046632124358,95.42483660130718,175,0,19.708333333333332,2024,2,February,Wednesday,2
2024-02-22,SKU_4,WH_1,SUP_10,East,31,442,11,298,0,12.74,15.44,0,0,27.11,478.64,394.94,83.69999999999999,3.8900000000000006,3.8900000000000006,17.48704663212435,85.65105127259314,144,0,14.258064516129032,2024,2,February,Thursday,3
2024-02-23,SKU_4,WH_1,SUP_10,South,25,417,11,298,0,12.74,15.44,0,0,26.5,386.0,318.5,67.5,-1.5,1.5,17.487046632124354,94.33962264150944,119,0,16.68,2024,2,February,Friday,4
2024-02-24,SKU_4,WH_1,SUP_10,East,28,389,11,298,0,12.74,15.44,0,0,28.51,432.32,356.72,75.59999999999997,-0.5100000000000016,0.5100000000000016,17.487046632124343,98.21115398105927,91,0,13.892857142857142,2024,2,February,Saturday,5
2024-02-25,SKU_4,WH_1,SUP_10,South,31,358,11,298,0,12.74,15.44,1,0,33.78,478.64,394.94,83.69999999999999,-2.780000000000001,2.780000000000001,17.48704663212435,91.77027827116638,60,0,11.548387096774194,2024,2,February,Sunday,6
2024-02-26,SKU_4,WH_1,SUP_10,North,35,323,11,298,0,12.74,15.44,0,0,36.33,540.4,445.90000000000003,94.49999999999994,-1.3299999999999983,1.3299999999999983,17.487046632124343,96.33911368015414,25,0,9.228571428571428,2024,2,February,Monday,0
2024-02-27,SKU_4,WH_1,SUP_10,West,33,290,11,298,0,12.74,15.44,0,0,35.06,509.52,420.42,89.09999999999997,-2.0600000000000023,2.0600000000000023,17.487046632124343,94.12435824301197,-8,1,8.787878787878787,2024,2,February,Tuesday,1
2024-02-28,SKU_4,WH_1,SUP_10,East,32,706,11,298,448,12.74,15.44,0,0,30.68,494.08,407.68,86.39999999999998,1.3200000000000003,1.3200000000000003,17.487046632124347,95.69752281616688,408,0,22.0625,2024,2,February,Wednesday,2
2024-02-29,SKU_4,WH_1,SUP_10,South,27,679,11,298,0,12.74,15.44,1,0,26.38,416.88,343.98,72.89999999999998,0.620000000000001,0.620000000000001,17.487046632124347,97.64973464746019,381,0,25.14814814814815,2024,2,February,Thursday,3
2024-03-01,SKU_4,WH_1,SUP_10,East,31,648,11,298,0,12.74,15.44,0,0,31.16,478.64,394.94,83.69999999999999,-0.16000000000000014,0.16000000000000014,17.48704663212435,99.48652118100128,350,0,20.903225806451612,2024,3,March,Friday,4
2024-03-02,SKU_4,WH_1,SUP_10,West,30,618,11,298,0,12.74,15.44,0,0,31.61,463.2,382.2,81.0,-1.6099999999999994,1.6099999999999994,17.487046632124354,94.90667510281557,320,0,20.6,2024,3,March,Saturday,5
2024-03-03,SKU_4,WH_1,SUP_10,East,28,590,11,298,0,12.74,15.44,0,0,26.39,432.32,356.72,75.59999999999997,1.6099999999999994,1.6099999999999994,17.487046632124343,93.89920424403184,292,0,21.071428571428573,2024,3,March,Sunday,6
2024-03-04,SKU_4,WH_1,SUP_10,East,37,553,11,298,0,12.74,15.44,1,0,35.81,571.28,471.38,99.89999999999998,1.1899999999999977,1.1899999999999977,17.487046632124347,96.6769058922089,255,0,14.945945945945946,2024,3,March,Monday,0
2024-03-05,SKU_4,WH_1,SUP_10,West,37,516,11,298,0,12.74,15.44,0,0,41.65,571.28,471.38,99.89999999999998,-4.649999999999999,4.649999999999999,17.487046632124347,88.83553421368548,218,0,13.945945945945946,2024,3,March,Tuesday,1
2024-03-06,SKU_4,WH_1,SUP_10,North,23,493,11,298,0,12.74,15.44,0,0,21.46,355.12,293.02,62.10000000000002,1.5399999999999991,1.5399999999999991,17.487046632124358,92.82385834109972,195,0,21.434782608695652,2024,3,March,Wednesday,2
2024-03-07,SKU_4,WH_1,SUP_10,East,38,455,11,298,0,12.74,15.44,0,0,38.06,586.72,484.12,102.60000000000002,-0.060000000000002274,0.060000000000002274,17.487046632124358,99.84235417761428,157,0,11.973684210526315,2024,3,March,Thursday,3
2024-03-08,SKU_4,WH_1,SUP_10,South,32,423,11,298,0,12.74,15.44,1,0,29.45,494.08,407.68,86.39999999999998,2.5500000000000007,2.5500000000000007,17.487046632124347,91.34125636672326,125,0,13.21875,2024,3,March,Friday,4
2024-03-09,SKU_4,WH_1,SUP_10,North,25,398,11,298,0,12.74,15.44,0,0,28.07,386.0,318.5,67.5,-3.0700000000000003,3.0700000000000003,17.487046632124354,89.06305664410402,100,0,15.92,2024,3,March,Saturday,5
2024-03-10,SKU_4,WH_1,SUP_10,East,28,370,11,298,0,12.74,15.44,0,0,24.63,432.32,356.72,75.59999999999997,3.370000000000001,3.370000000000001,17.487046632124343,86.31749898497768,72,0,13.214285714285714,2024,3,March,Sunday,6
2024-03-11,SKU_4,WH_1,SUP_10,West,38,332,11,298,0,12.74,15.44,0,0,40.89,586.72,484.12,102.60000000000002,-2.8900000000000006,2.8900000000000006,17.487046632124358,92.93225727561752,34,0,8.736842105263158,2024,3,March,Monday,0
2024-03-12,SKU_4,WH_1,SUP_10,South,26,306,11,298,0,12.74,15.44,0,0,26.87,401.44,331.24,70.19999999999999,-0.870000000000001,0.870000000000001,17.48704663212435,96.76218831410495,8,0,11.76923076923077,2024,3,March,Tuesday,1
2024-03-13,SKU_4,WH_1,SUP_10,East,26,280,11,298,0,12.74,15.44,0,0,25.4,401.44,331.24,70.19999999999999,0.6000000000000014,0.6000000000000014,17.48704663212435,97.63779527559055,-18,1,10.76923076923077,2024,3,March,Wednesday,2
2024-03-14,SKU_4,WH_1,SUP_10,East,26,546,11,298,292,12.74,15.44,0,0,21.68,401.44,331.24,70.19999999999999,4.32,4.32,17.48704663212435,80.07380073800738,248,0,21.0,2024,3,March,Thursday,3
2024-03-15,SKU_4,WH_1,SUP_10,North,34,512,11,298,0,12.74,15.44,0,0,36.48,524.96,433.16,91.80000000000001,-2.479999999999997,2.479999999999997,17.487046632124354,93.20175438596492,214,0,15.058823529411764,2024,3,March,Friday,4
2024-03-16,SKU_4,WH_1,SUP_10,East,40,472,11,298,0,12.74,15.44,1,0,33.83,617.6,509.6,108.0,6.170000000000002,6.170000000000002,17.48704663212435,81.76174992610109,174,0,11.8,2024,3,March,Saturday,5
2024-03-17,SKU_4,WH_1,SUP_10,East,37,435,11,298,0,12.74,15.44,1,0,38.99,571.28,471.38,99.89999999999998,-1.990000000000002,1.990000000000002,17.487046632124347,94.89612721210567,137,0,11.756756756756756,2024,3,March,Sunday,6
2024-03-18,SKU_4,WH_1,SUP_10,West,33,402,11,298,0,12.74,15.44,0,0,28.71,509.52,420.42,89.09999999999997,4.289999999999999,4.289999999999999,17.487046632124343,85.05747126436782,104,0,12.181818181818182,2024,3,March,Monday,0
2024-03-19,SKU_4,WH_1,SUP_10,West,33,369,11,298,0,12.74,15.44,0,0,32.46,509.52,420.42,89.09999999999997,0.5399999999999991,0.5399999999999991,17.487046632124343,98.33641404805915,71,0,11.181818181818182,2024,3,March,Tuesday,1
2024-03-20,SKU_4,WH_1,SUP_10,North,26,343,11,298,0,12.74,15.44,0,0,29.17,401.44,331.24,70.19999999999999,-3.1700000000000017,3.1700000000000017,17.48704663212435,89.13267055193693,45,0,13.192307692307692,2024,3,March,Wednesday,2
2024-03-21,SKU_4,WH_1,SUP_10,North,33,310,11,298,0,12.74,15.44,0,0,35.98,509.52,420.42,89.09999999999997,-2.979999999999997,2.979999999999997,17.487046632124343,91.71762090050028,12,0,9.393939393939394,2024,3,March,Thursday,3
2024-03-22,SKU_4,WH_1,SUP_10,East,22,288,11,298,0,12.74,15.44,1,0,19.78,339.68,280.28000000000003,59.39999999999998,2.219999999999999,2.219999999999999,17.487046632124343,88.77654196157737,-10,1,13.090909090909092,2024,3,March,Friday,4
2024-03-23,SKU_4,WH_1,SUP_10,South,33,470,11,298,215,12.74,15.44,0,0,28.99,509.52,420.42,89.09999999999997,4.010000000000002,4.010000000000002,17.487046632124343,86.16764401517764,172,0,14.242424242424242,2024,3,March,Saturday,5
2024-03-24,SKU_4,WH_1,SUP_10,West,26,444,11,298,0,12.74,15.44,0,0,30.76,401.44,331.24,70.19999999999999,-4.760000000000002,4.760000000000002,17.48704663212435,84.52535760728217,146,0,17.076923076923077,2024,3,March,Sunday,6
2024-03-25,SKU_4,WH_1,SUP_10,North,32,412,11,298,0,12.74,15.44,0,0,28.9,494.08,407.68,86.39999999999998,3.1000000000000014,3.1000000000000014,17.487046632124347,89.27335640138408,114,0,12.875,2024,3,March,Monday,0
2024-03-26,SKU_4,WH_1,SUP_10,East,26,386,11,298,0,12.74,15.44,0,0,28.74,401.44,331.24,70.19999999999999,-2.7399999999999984,2.7399999999999984,17.48704663212435,90.46624913013223,88,0,14.846153846153847,2024,3,March,Tuesday,1
2024-03-27,SKU_4,WH_1,SUP_10,North,35,351,11,298,0,12.74,15.44,0,0,34.54,540.4,445.90000000000003,94.49999999999994,0.46000000000000085,0.46000000000000085,17.487046632124343,98.6682107701216,53,0,10.028571428571428,2024,3,March,Wednesday,2
2024-03-28,SKU_4,WH_1,SUP_10,North,40,311,11,298,0,12.74,15.44,1,0,49.45,617.6,509.6,108.0,-9.450000000000003,9.450000000000003,17.48704663212435,80.88978766430738,13,0,7.775,2024,3,March,Thursday,3
2024-03-29,SKU_4,WH_1,SUP_10,West,29,282,11,298,0,12.74,15.44,0,0,27.43,447.76,369.46,78.30000000000001,1.5700000000000003,1.5700000000000003,17.487046632124358,94.27633977397011,-16,1,9.724137931034482,2024,3,March,Friday,4
2024-03-30,SKU_4,WH_1,SUP_10,East,29,657,11,298,404,12.74,15.44,0,0,26.27,447.76,369.46,78.30000000000001,2.7300000000000004,2.7300000000000004,17.487046632124358,89.60791777693186,359,0,22.655172413793103,2024,3,March,Saturday,5
2024-03-31,SKU_4,WH_1,SUP_10,North,24,633,11,298,0,12.74,15.44,0,0,23.72,370.56,305.76,64.80000000000001,0.28000000000000114,0.28000000000000114,17.487046632124358,98.8195615514334,335,0,26.375,2024,3,March,Sunday,6
2024-04-01,SKU_4,WH_1,SUP_10,North,28,605,11,298,0,12.74,15.44,0,0,28.13,432.32,356.72,75.59999999999997,-0.129999999999999,0.129999999999999,17.487046632124343,99.53785993601137,307,0,21.607142857142858,2024,4,April,Monday,0
2024-04-02,SKU_4,WH_1,SUP_10,North,26,579,11,298,0,12.74,15.44,0,0,27.36,401.44,331.24,70.19999999999999,-1.3599999999999994,1.3599999999999994,17.48704663212435,95.02923976608187,281,0,22.26923076923077,2024,4,April,Tuesday,1
2024-04-03,SKU_4,WH_1,SUP_10,North,39,540,11,298,0,12.74,15.44,1,0,36.27,602.16,496.86,105.29999999999995,2.729999999999997,2.729999999999997,17.487046632124343,92.4731182795699,242,0,13.846153846153847,2024,4,April,Wednesday,2
2024-04-04,SKU_4,WH_1,SUP_10,West,27,513,11,298,0,12.74,15.44,0,0,31.04,416.88,343.98,72.89999999999998,-4.039999999999999,4.039999999999999,17.487046632124347,86.98453608247422,215,0,19.0,2024,4,April,Thursday,3
2024-04-05,SKU_4,WH_1,SUP_10,East,32,481,11,298,0,12.74,15.44,0,0,30.72,494.08,407.68,86.39999999999998,1.2800000000000011,1.2800000000000011,17.487046632124347,95.83333333333333,183,0,15.03125,2024,4,April,Friday,4
2024-04-06,SKU_4,WH_1,SUP_10,North,32,449,11,298,0,12.74,15.44,0,0,28.84,494.08,407.68,86.39999999999998,3.16,3.16,17.487046632124347,89.04299583911235,151,0,14.03125,2024,4,April,Saturday,5
2024-04-07,SKU_4,WH_1,SUP_10,South,21,428,11,298,0,12.74,15.44,0,0,20.87,324.24,267.54,56.69999999999999,0.129999999999999,0.129999999999999,17.487046632124347,99.37709631049354,130,0,20.38095238095238,2024,4,April,Sunday,6
2024-04-08,SKU_4,WH_1,SUP_10,West,28,400,11,298,0,12.74,15.44,0,0,29.54,432.32,356.72,75.59999999999997,-1.5399999999999991,1.5399999999999991,17.487046632124343,94.7867298578199,102,0,14.285714285714286,2024,4,April,Monday,0
2024-04-09,SKU_4,WH_1,SUP_10,South,30,370,11,298,0,12.74,15.44,0,0,27.87,463.2,382.2,81.0,2.129999999999999,2.129999999999999,17.487046632124354,92.35737351991389,72,0,12.333333333333334,2024,4,April,Tuesday,1
2024-04-10,SKU_4,WH_1,SUP_10,East,21,349,11,298,0,12.74,15.44,0,0,24.68,324.24,267.54,56.69999999999999,-3.6799999999999997,3.6799999999999997,17.487046632124347,85.08914100486223,51,0,16.61904761904762,2024,4,April,Wednesday,2
2024-04-11,SKU_4,WH_1,SUP_10,East,43,306,11,298,0,12.74,15.44,0,0,45.28,663.92,547.82,116.09999999999991,-2.280000000000001,2.280000000000001,17.48704663212434,94.96466431095406,8,0,7.116279069767442,2024,4,April,Thursday,3
2024-04-12,SKU_4,WH_1,SUP_10,East,23,283,11,298,0,12.74,15.44,0,0,22.44,355.12,293.02,62.10000000000002,0.5599999999999987,0.5599999999999987,17.487046632124358,97.50445632798575,-15,1,12.304347826086957,2024,4,April,Friday,4
2024-04-13,SKU_4,WH_1,SUP_10,East,30,544,11,298,291,12.74,15.44,0,0,29.08,463.2,382.2,81.0,0.9200000000000017,0.9200000000000017,17.487046632124354,96.83631361760659,246,0,18.133333333333333,2024,4,April,Saturday,5
2024-04-14,SKU_4,WH_1,SUP_10,North,36,508,11,298,0,12.74,15.44,0,0,32.51,555.84,458.64,97.20000000000005,3.490000000000002,3.490000000000002,17.487046632124358,89.26484158720393,210,0,14.11111111111111,2024,4,April,Sunday,6
2024-04-15,SKU_4,WH_1,SUP_10,West,37,471,11,298,0,12.74,15.44,0,0,39.97,571.28,471.38,99.89999999999998,-2.969999999999999,2.969999999999999,17.487046632124347,92.56942707030274,173,0,12.72972972972973,2024,4,April,Monday,0
2024-04-16,SKU_4,WH_1,SUP_10,North,20,451,11,298,0,12.74,15.44,0,0,17.09,308.8,254.8,54.0,2.91,2.91,17.48704663212435,82.97249853715623,153,0,22.55,2024,4,April,Tuesday,1
2024-04-17,SKU_4,WH_1,SUP_10,East,35,416,11,298,0,12.74,15.44,0,0,38.4,540.4,445.90000000000003,94.49999999999994,-3.3999999999999986,3.3999999999999986,17.487046632124343,91.14583333333334,118,0,11.885714285714286,2024,4,April,Wednesday,2
2024-04-18,SKU_4,WH_1,SUP_10,North,24,392,11,298,0,12.74,15.44,0,0,23.9,370.56,305.76,64.80000000000001,0.10000000000000142,0.10000000000000142,17.487046632124358,99.58158995815899,94,0,16.333333333333332,2024,4,April,Thursday,3
2024-04-19,SKU_4,WH_1,SUP_10,South,34,358,11,298,0,12.74,15.44,0,0,36.2,524.96,433.16,91.80000000000001,-2.200000000000003,2.200000000000003,17.487046632124354,93.92265193370164,60,0,10.529411764705882,2024,4,April,Friday,4
2024-04-20,SKU_4,WH_1,SUP_10,South,30,328,11,298,0,12.74,15.44,0,0,32.51,463.2,382.2,81.0,-2.509999999999998,2.509999999999998,17.487046632124354,92.27929867733006,30,0,10.933333333333334,2024,4,April,Saturday,5
2024-04-21,SKU_4,WH_1,SUP_10,South,23,305,11,298,0,12.74,15.44,0,0,26.09,355.12,293.02,62.10000000000002,-3.09,3.09,17.487046632124358,88.15638175546187,7,0,13.26086956521739,2024,4,April,Sunday,6
2024-04-22,SKU_4,WH_1,SUP_10,East,23,282,11,298,0,12.74,15.44,0,0,23.77,355.12,293.02,62.10000000000002,-0.7699999999999996,0.7699999999999996,17.487046632124358,96.76062263357174,-16,1,12.26086956521739,2024,4,April,Monday,0
2024-04-23,SKU_4,WH_1,SUP_10,East,26,667,11,298,411,12.74,15.44,0,0,29.34,401.44,331.24,70.19999999999999,-3.34,3.34,17.48704663212435,88.61622358554874,369,0,25.653846153846153,2024,4,April,Tuesday,1
2024-04-24,SKU_4,WH_1,SUP_10,South,28,639,11,298,0,12.74,15.44,0,0,25.83,432.32,356.72,75.59999999999997,2.1700000000000017,2.1700000000000017,17.487046632124343,91.59891598915988,341,0,22.821428571428573,2024,4,April,Wednesday,2
2024-04-25,SKU_4,WH_1,SUP_10,South,32,607,11,298,0,12.74,15.44,0,0,32.75,494.08,407.68,86.39999999999998,-0.75,0.75,17.487046632124347,97.70992366412213,309,0,18.96875,2024,4,April,Thursday,3
2024-04-26,SKU_4,WH_1,SUP_10,West,37,570,11,298,0,12.74,15.44,0,0,35.4,571.28,471.38,99.89999999999998,1.6000000000000014,1.6000000000000014,17.487046632124347,95.48022598870057,272,0,15.405405405405405,2024,4,April,Friday,4
2024-04-27,SKU_4,WH_1,SUP_10,North,25,545,11,298,0,12.74,15.44,0,0,25.61,386.0,318.5,67.5,-0.6099999999999994,0.6099999999999994,17.487046632124354,97.61811792268645,247,0,21.8,2024,4,April,Saturday,5
2024-04-28,SKU_4,WH_1,SUP_10,North,22,523,11,298,0,12.74,15.44,0,0,21.27,339.68,280.28000000000003,59.39999999999998,0.7300000000000004,0.7300000000000004,17.487046632124343,96.56793606017865,225,0,23.772727272727273,2024,4,April,Sunday,6
2024-04-29,SKU_4,WH_1,SUP_10,South,26,497,11,298,0,12.74,15.44,0,0,22.63,401.44,331.24,70.19999999999999,3.370000000000001,3.370000000000001,17.48704663212435,85.10826336721166,199,0,19.115384615384617,2024,4,April,Monday,0
2024-04-30,SKU_4,WH_1,SUP_10,East,33,464,11,298,0,12.74,15.44,0,0,33.84,509.52,420.42,89.09999999999997,-0.8400000000000034,0.8400000000000034,17.487046632124343,97.5177304964539,166,0,14.06060606060606,2024,4,April,Tuesday,1
2024-05-01,SKU_4,WH_1,SUP_10,South,32,432,11,298,0,12.74,15.44,0,0,30.35,494.08,407.68,86.39999999999998,1.6499999999999986,1.6499999999999986,17.487046632124347,94.56342668863262,134,0,13.5,2024,5,May,Wednesday,2
2024-05-02,SKU_4,WH_1,SUP_10,West,20,412,11,298,0,12.74,15.44,0,0,22.18,308.8,254.8,54.0,-2.1799999999999997,2.1799999999999997,17.48704663212435,90.17132551848512,114,0,20.6,2024,5,May,Thursday,3
2024-05-03,SKU_4,WH_1,SUP_10,South,24,388,11,298,0,12.74,15.44,0,0,21.8,370.56,305.76,64.80000000000001,2.1999999999999993,2.1999999999999993,17.487046632124358,89.90825688073394,90,0,16.166666666666668,2024,5,May,Friday,4
2024-05-04,SKU_4,WH_1,SUP_10,North,33,355,11,298,0,12.74,15.44,0,0,31.69,509.52,420.42,89.09999999999997,1.3099999999999987,1.3099999999999987,17.487046632124343,95.8662038497949,57,0,10.757575757575758,2024,5,May,Saturday,5
2024-05-05,SKU_4,WH_1,SUP_10,East,31,324,11,298,0,12.74,15.44,1,0,28.55,478.64,394.94,83.69999999999999,2.4499999999999993,2.4499999999999993,17.48704663212435,91.41856392294221,26,0,10.451612903225806,2024,5,May,Sunday,6
2024-05-06,SKU_4,WH_1,SUP_10,North,20,304,11,298,0,12.74,15.44,0,0,19.61,308.8,254.8,54.0,0.39000000000000057,0.39000000000000057,17.48704663212435,98.01121876593575,6,0,15.2,2024,5,May,Monday,0
2024-05-07,SKU_4,WH_1,SUP_10,East,24,280,11,298,0,12.74,15.44,0,0,26.97,370.56,305.76,64.80000000000001,-2.969999999999999,2.969999999999999,17.487046632124358,88.98776418242493,-18,1,11.666666666666666,2024,5,May,Tuesday,1
2024-05-08,SKU_4,WH_1,SUP_10,West,30,671,11,298,421,12.74,15.44,0,0,33.5,463.2,382.2,81.0,-3.5,3.5,17.487046632124354,89.55223880597015,373,0,22.366666666666667,2024,5,May,Wednesday,2
2024-05-09,SKU_4,WH_1,SUP_10,South,33,638,11,298,0,12.74,15.44,0,0,33.41,509.52,420.42,89.09999999999997,-0.4099999999999966,0.4099999999999966,17.487046632124343,98.77282250823109,340,0,19.333333333333332,2024,5,May,Thursday,3
2024-05-10,SKU_4,WH_1,SUP_10,West,26,612,11,298,0,12.74,15.44,0,0,27.22,401.44,331.24,70.19999999999999,-1.2199999999999989,1.2199999999999989,17.48704663212435,95.51800146950772,314,0,23.53846153846154,2024,5,May,Friday,4
2024-05-11,SKU_4,WH_1,SUP_10,West,32,580,11,298,0,12.74,15.44,0,0,28.94,494.08,407.68,86.39999999999998,3.0599999999999987,3.0599999999999987,17.487046632124347,89.426399447132,282,0,18.125,2024,5,May,Saturday,5
2024-05-12,SKU_4,WH_1,SUP_10,North,26,554,11,298,0,12.74,15.44,0,0,29.57,401.44,331.24,70.19999999999999,-3.5700000000000003,3.5700000000000003,17.48704663212435,87.92695299289821,256,0,21.307692307692307,2024,5,May,Sunday,6
2024-05-13,SKU_4,WH_1,SUP_10,South,28,526,11,298,0,12.74,15.44,0,0,27.47,432.32,356.72,75.59999999999997,0.5300000000000011,0.5300000000000011,17.487046632124343,98.07062249726974,228,0,18.785714285714285,2024,5,May,Monday,0
2024-05-14,SKU_4,WH_1,SUP_10,North,24,502,11,298,0,12.74,15.44,0,0,24.67,370.56,305.76,64.80000000000001,-0.6700000000000017,0.6700000000000017,17.487046632124358,97.28415079043373,204,0,20.916666666666668,2024,5,May,Tuesday,1
2024-05-15,SKU_4,WH_1,SUP_10,North,25,477,11,298,0,12.74,15.44,0,0,22.62,386.0,318.5,67.5,2.379999999999999,2.379999999999999,17.487046632124354,89.47833775419983,179,0,19.08,2024,5,May,Wednesday,2
2024-05-16,SKU_4,WH_1,SUP_10,South,27,450,11,298,0,12.74,15.44,0,0,27.65,416.88,343.98,72.89999999999998,-0.6499999999999986,0.6499999999999986,17.487046632124347,97.64918625678119,152,0,16.666666666666668,2024,5,May,Thursday,3
2024-05-17,SKU_4,WH_1,SUP_10,West,20,430,11,298,0,12.74,15.44,0,0,20.3,308.8,254.8,54.0,-0.3000000000000007,0.3000000000000007,17.48704663212435,98.52216748768473,132,0,21.5,2024,5,May,Friday,4
2024-05-18,SKU_4,WH_1,SUP_10,West,26,404,11,298,0,12.74,15.44,0,0,27.74,401.44,331.24,70.19999999999999,-1.7399999999999984,1.7399999999999984,17.48704663212435,93.72746935832733,106,0,15.538461538461538,2024,5,May,Saturday,5
2024-05-19,SKU_4,WH_1,SUP_10,North,26,378,11,298,0,12.74,15.44,0,0,28.25,401.44,331.24,70.19999999999999,-2.25,2.25,17.48704663212435,92.03539823008849,80,0,14.538461538461538,2024,5,May,Sunday,6
2024-05-20,SKU_4,WH_1,SUP_10,West,22,356,11,298,0,12.74,15.44,0,0,19.11,339.68,280.28000000000003,59.39999999999998,2.8900000000000006,2.8900000000000006,17.487046632124343,84.87702773417058,58,0,16.181818181818183,2024,5,May,Monday,0
2024-05-21,SKU_4,WH_1,SUP_10,East,23,333,11,298,0,12.74,15.44,0,0,20.99,355.12,293.02,62.10000000000002,2.0100000000000016,2.0100000000000016,17.487046632124358,90.4240114340162,35,0,14.478260869565217,2024,5,May,Tuesday,1
2024-05-22,SKU_4,WH_1,SUP_10,East,24,309,11,298,0,12.74,15.44,0,0,22.98,370.56,305.76,64.80000000000001,1.0199999999999996,1.0199999999999996,17.487046632124358,95.56135770234987,11,0,12.875,2024,5,May,Wednesday,2
2024-05-23,SKU_4,WH_1,SUP_10,West,23,286,11,298,0,12.74,15.44,0,0,19.11,355.12,293.02,62.10000000000002,3.8900000000000006,3.8900000000000006,17.487046632124358,79.64416535845106,-12,1,12.434782608695652,2024,5,May,Thursday,3
2024-05-24,SKU_4,WH_1,SUP_10,North,29,602,11,298,345,12.74,15.44,0,0,34.36,447.76,369.46,78.30000000000001,-5.359999999999999,5.359999999999999,17.487046632124358,84.40046565774156,304,0,20.75862068965517,2024,5,May,Friday,4
2024-05-25,SKU_4,WH_1,SUP_10,West,24,578,11,298,0,12.74,15.44,0,0,24.58,370.56,305.76,64.80000000000001,-0.5799999999999983,0.5799999999999983,17.487046632124358,97.64035801464605,280,0,24.083333333333332,2024,5,May,Saturday,5
2024-05-26,SKU_4,WH_1,SUP_10,East,27,551,11,298,0,12.74,15.44,0,0,31.19,416.88,343.98,72.89999999999998,-4.190000000000001,4.190000000000001,17.487046632124347,86.56620711766591,253,0,20.40740740740741,2024,5,May,Sunday,6
2024-05-27,SKU_4,WH_1,SUP_10,East,30,521,11,298,0,12.74,15.44,0,0,25.58,463.2,382.2,81.0,4.420000000000002,4.420000000000002,17.487046632124354,82.72087568412822,223,0,17.366666666666667,2024,5,May,Monday,0
2024-05-28,SKU_4,WH_1,SUP_10,North,24,497,11,298,0,12.74,15.44,0,0,17.95,370.56,305.76,64.80000000000001,6.050000000000001,6.050000000000001,17.487046632124358,66.29526462395543,199,0,20.708333333333332,2024,5,May,Tuesday,1
2024-05-29,SKU_4,WH_1,SUP_10,East,21,476,11,298,0,12.74,15.44,0,0,19.75,324.24,267.54,56.69999999999999,1.25,1.25,17.487046632124347,93.67088607594937,178,0,22.666666666666668,2024,5,May,Wednesday,2
2024-05-30,SKU_4,WH_1,SUP_10,West,25,451,11,298,0,12.74,15.44,0,0,27.62,386.0,318.5,67.5,-2.620000000000001,2.620000000000001,17.487046632124354,90.51412020275163,153,0,18.04,2024,5,May,Thursday,3
2024-05-31,SKU_4,WH_1,SUP_10,North,18,433,11,298,0,12.74,15.44,0,0,19.93,277.92,229.32,48.60000000000002,-1.9299999999999997,1.9299999999999997,17.487046632124358,90.31610637230307,135,0,24.055555555555557,2024,5,May,Friday,4
2024-06-01,SKU_4,WH_1,SUP_10,North,21,412,11,298,0,12.74,15.44,0,0,21.56,324.24,267.54,56.69999999999999,-0.5599999999999987,0.5599999999999987,17.487046632124347,97.40259740259741,114,0,19.61904761904762,2024,6,June,Saturday,5
2024-06-02,SKU_4,WH_1,SUP_10,West,20,392,11,298,0,12.74,15.44,0,0,18.92,308.8,254.8,54.0,1.0799999999999983,1.0799999999999983,17.48704663212435,94.29175475687104,94,0,19.6,2024,6,June,Sunday,6
2024-06-03,SKU_4,WH_1,SUP_10,North,33,359,11,298,0,12.74,15.44,0,0,32.99,509.52,420.42,89.09999999999997,0.00999999999999801,0.00999999999999801,17.487046632124343,99.96968778417703,61,0,10.878787878787879,2024,6,June,Monday,0
2024-06-04,SKU_4,WH_1,SUP_10,West,23,336,11,298,0,12.74,15.44,1,0,26.19,355.12,293.02,62.10000000000002,-3.1900000000000013,3.1900000000000013,17.487046632124358,87.81977854142802,38,0,14.608695652173912,2024,6,June,Tuesday,1
2024-06-05,SKU_4,WH_1,SUP_10,North,39,297,11,298,0,12.74,15.44,1,0,33.35,602.16,496.86,105.29999999999995,5.649999999999999,5.649999999999999,17.487046632124343,83.0584707646177,-1,1,7.615384615384615,2024,6,June,Wednesday,2
2024-06-06,SKU_4,WH_1,SUP_10,West,27,609,11,298,339,12.74,15.44,0,0,27.65,416.88,343.98,72.89999999999998,-0.6499999999999986,0.6499999999999986,17.487046632124347,97.64918625678119,311,0,22.555555555555557,2024,6,June,Thursday,3
2024-06-07,SKU_4,WH_1,SUP_10,North,21,588,11,298,0,12.74,15.44,0,0,21.41,324.24,267.54,56.69999999999999,-0.41000000000000014,0.41000000000000014,17.487046632124347,98.08500700607193,290,0,28.0,2024,6,June,Friday,4
2024-06-08,SKU_4,WH_1,SUP_10,North,41,547,11,298,0,12.74,15.44,1,0,39.29,633.04,522.34,110.69999999999993,1.7100000000000009,1.7100000000000009,17.487046632124343,95.64774751845253,249,0,13.341463414634147,2024,6,June,Saturday,5
